ID,satisfaction_client
Sj9135,60.20670730802733
Tk6262,60.20670730802733
Vb4526,60.20670730802733
Ix1937,60.20670730802733
Gx8555,60.20670730802733
Um9859,60.20670730802733
Si8837,60.20670730802733
Ur2295,60.20670730802733
Hz4573,60.20670730802733
Fo7085,60.20670730802733
Pu1600,60.20670730802733
Iv1259,60.20670730802733
Mq6791,60.20670730802733
Vg5862,60.20670730802733
Hv4872,60.20670730802733
Gp7874,60.20670730802733
Ir9119,60.20670730802733
Rf1606,60.20670730802733
Te8054,60.20670730802733
Ij1796,60.20670730802733
Up6956,60.20670730802733
Oo5291,60.20670730802733
Ai6611,60.20670730802733
Ag6789,60.20670730802733
Se3229,60.20670730802733
Fb3820,60.20670730802733
Ob5825,60.20670730802733
Ec2770,60.20670730802733
Wh9517,60.20670730802733
Gg2399,60.20670730802733
Cq3002,60.20670730802733
Kf1882,60.20670730802733
Jo4940,60.20670730802733
Jx8926,60.20670730802733
Re2374,60.20670730802733
Fa5353,60.20670730802733
Uv8342,60.20670730802733
Ul5650,60.20670730802733
Ic5700,60.20670730802733
Yv9745,60.20670730802733
Dj2828,60.20670730802733
Xs8520,60.20670730802733
El2838,60.20670730802733
Rl4790,60.20670730802733
Pn5850,60.20670730802733
Sf5369,60.20670730802733
Zw2778,60.20670730802733
Ij2540,60.20670730802733
Dt9125,60.20670730802733
Rf3416,60.20670730802733
Yj8758,60.20670730802733
Iu9754,60.20670730802733
Ag3631,60.20670730802733
Kq8559,60.20670730802733
Ub6070,60.20670730802733
Tz3697,60.20670730802733
Kh8563,60.20670730802733
Jt8908,60.20670730802733
Qg5080,60.20670730802733
Gc8183,60.20670730802733
Al6502,60.20670730802733
Ur5304,60.20670730802733
Uj5991,60.20670730802733
Su9109,60.20670730802733
Fh4207,60.20670730802733
On8546,60.20670730802733
Me3206,60.20670730802733
Vz7360,60.20670730802733
Px1671,60.20670730802733
Qe8678,60.20670730802733
Ui4251,60.20670730802733
Vn1089,60.20670730802733
Uq7243,60.20670730802733
Yh5533,60.20670730802733
Gc6558,60.20670730802733
Ta6468,60.20670730802733
Tb4977,60.20670730802733
Ku4994,60.20670730802733
Ti9940,60.20670730802733
My5040,60.20670730802733
Cj8535,60.20670730802733
La6728,60.20670730802733
Ry3028,60.20670730802733
Ur1733,60.20670730802733
Ck2873,60.20670730802733
Yc2355,60.20670730802733
Va5920,60.20670730802733
Oc8873,60.20670730802733
Us1322,60.20670730802733
Wd3199,60.20670730802733
Ua2161,60.20670730802733
Wu5824,60.20670730802733
Ra9490,60.20670730802733
Wb4038,60.20670730802733
Nu3648,60.20670730802733
Ot3042,60.20670730802733
Jt4632,60.20670730802733
Ay7909,60.20670730802733
Az3334,60.20670730802733
Al7153,60.20670730802733
Wi8282,60.20670730802733
Mt3651,60.20670730802733
Py7789,60.20670730802733
Lc8621,60.20670730802733
El9413,60.20670730802733
Kp6262,60.20670730802733
Jx2903,60.20670730802733
By8152,60.20670730802733
Ny7600,60.20670730802733
Ax7458,60.20670730802733
Of6295,60.20670730802733
Wb4140,60.20670730802733
Lt3235,60.20670730802733
Sa4036,60.20670730802733
Fr3539,60.20670730802733
Sp9995,60.20670730802733
Uz4638,60.20670730802733
Rw1070,60.20670730802733
Ga4482,60.20670730802733
Ds8034,60.20670730802733
Tl3113,60.20670730802733
Bo6893,60.20670730802733
Bd1186,60.20670730802733
Hi9079,60.20670730802733
Bn1382,60.20670730802733
Gk7612,60.20670730802733
Jw8899,60.20670730802733
Ao8910,60.20670730802733
Sv3763,60.20670730802733
Ih1581,60.20670730802733
Hb8354,60.20670730802733
Ze3448,60.20670730802733
At6831,60.20670730802733
Bp3020,60.20670730802733
It7248,60.20670730802733
Rr5452,60.20670730802733
Im3604,60.20670730802733
Nn4990,60.20670730802733
Jq1453,60.20670730802733
Vl6762,60.20670730802733
Oa4770,60.20670730802733
Hs3938,60.20670730802733
Yg6415,60.20670730802733
Ie5794,60.20670730802733
Po3867,60.20670730802733
Hn3576,60.20670730802733
Lv8266,60.20670730802733
Gp8699,60.20670730802733
Ki5337,60.20670730802733
Sp7813,60.20670730802733
Hu8368,60.20670730802733
Xz2361,60.20670730802733
Tr5194,60.20670730802733
Ho4467,60.20670730802733
Bc3871,60.20670730802733
Gi2698,60.20670730802733
Hm2174,60.20670730802733
Xt9057,60.20670730802733
Bc4696,60.20670730802733
Gg9685,60.20670730802733
Kc2485,60.20670730802733
Fw2356,60.20670730802733
Ti1480,60.20670730802733
Eu6300,60.20670730802733
Us1335,60.20670730802733
Hi8822,60.20670730802733
Sb1892,60.20670730802733
Ut7098,60.20670730802733
Rv2339,60.20670730802733
Ub7738,60.20670730802733
Dk8102,60.20670730802733
Hn1677,60.20670730802733
Wj1632,60.20670730802733
Uy1796,60.20670730802733
Fp5505,60.20670730802733
Rt1730,60.20670730802733
Gu8009,60.20670730802733
Ux4511,60.20670730802733
Sr9091,60.20670730802733
Tj2903,60.20670730802733
Ow6388,60.20670730802733
Wj3814,60.20670730802733
Rd6924,60.20670730802733
Lz3910,60.20670730802733
Po3219,60.20670730802733
Us8152,60.20670730802733
Ag3577,60.20670730802733
Me6738,60.20670730802733
Me5756,60.20670730802733
Wd8934,60.20670730802733
Kk1153,60.20670730802733
Iq8231,60.20670730802733
Xn5922,60.20670730802733
At2146,60.20670730802733
No3586,60.20670730802733
Sp9794,60.20670730802733
An6418,60.20670730802733
Ht3966,60.20670730802733
Qf3515,60.20670730802733
Fw8114,60.20670730802733
Gz8135,60.20670730802733
My5731,60.20670730802733
Ef2570,60.20670730802733
Cc2041,60.20670730802733
Wc8655,60.20670730802733
Vi7320,60.20670730802733
Gj3835,60.20670730802733
Vr5471,60.20670730802733
Si5800,60.20670730802733
Ca1696,60.20670730802733
Xp8313,60.20670730802733
Nn6633,60.20670730802733
Tj9581,60.20670730802733
Mz6688,60.20670730802733
Mo1708,60.20670730802733
Ix5615,60.20670730802733
Ge7536,60.20670730802733
Vl6892,60.20670730802733
Gr5037,60.20670730802733
Ue2721,60.20670730802733
Hq1069,60.20670730802733
Tx1375,60.20670730802733
Zw1167,60.20670730802733
Zc8619,60.20670730802733
Zn6954,60.20670730802733
Nc1452,60.20670730802733
Vh9403,60.20670730802733
Lz6696,60.20670730802733
Ja5987,60.20670730802733
Oq6143,60.20670730802733
Vk9775,60.20670730802733
Wj9240,60.20670730802733
Ov2326,60.20670730802733
Vl6772,60.20670730802733
Nj4128,60.20670730802733
Yl1783,60.20670730802733
Gl6872,60.20670730802733
Zo4834,60.20670730802733
Kw3332,60.20670730802733
Pk5766,60.20670730802733
Ya7317,60.20670730802733
Cu1749,60.20670730802733
Um2000,60.20670730802733
Cy8826,60.20670730802733
Ze4986,60.20670730802733
Km1017,60.20670730802733
Wb2632,60.20670730802733
Ev8134,60.20670730802733
Ln8663,60.20670730802733
Ns3006,60.20670730802733
Qx7560,60.20670730802733
Vk5312,60.20670730802733
Eg1336,60.20670730802733
Cy1647,60.20670730802733
Dv6736,60.20670730802733
Oo3803,60.20670730802733
Ac8165,60.20670730802733
Fy4239,60.20670730802733
Sk8614,60.20670730802733
Uq3689,60.20670730802733
Jn3211,60.20670730802733
Pe3984,60.20670730802733
So3064,60.20670730802733
Kr6394,60.20670730802733
Ia5695,60.20670730802733
Jq6100,60.20670730802733
Fo7711,60.20670730802733
El2893,60.20670730802733
Zd2551,60.20670730802733
Fu8234,60.20670730802733
Le1220,60.20670730802733
Ti6419,60.20670730802733
En5273,60.20670730802733
Ph2392,60.20670730802733
Ga9878,60.20670730802733
Zu7455,60.20670730802733
Bu7152,60.20670730802733
Pk2373,60.20670730802733
Ih1159,60.20670730802733
It1507,60.20670730802733
Ya9392,60.20670730802733
Pw5436,60.20670730802733
Cm5792,60.20670730802733
Hy6387,60.20670730802733
Nd1714,60.20670730802733
Oj8686,60.20670730802733
Zl2033,60.20670730802733
Uj6640,60.20670730802733
Mw4349,60.20670730802733
Mx9063,60.20670730802733
Pi8955,60.20670730802733
Vh1427,60.20670730802733
Bf9204,60.20670730802733
Jd6994,60.20670730802733
Nd8816,60.20670730802733
Ii4319,60.20670730802733
Zx3261,60.20670730802733
Ur4572,60.20670730802733
Vu2996,60.20670730802733
Sb5624,60.20670730802733
In8843,60.20670730802733
Xr3212,60.20670730802733
Wv4409,60.20670730802733
Ew7136,60.20670730802733
Zg3719,60.20670730802733
Fe2455,60.20670730802733
Vr1585,60.20670730802733
Au5818,60.20670730802733
Op4020,60.20670730802733
Xt8777,60.20670730802733
Qa4146,60.20670730802733
Em4024,60.20670730802733
Ki7985,60.20670730802733
Le1531,60.20670730802733
Az6932,60.20670730802733
Xy5975,60.20670730802733
Ip9242,60.20670730802733
Vj9838,60.20670730802733
Jz1586,60.20670730802733
Xi5529,60.20670730802733
Xu9724,60.20670730802733
Ak9766,60.20670730802733
Pt5479,60.20670730802733
Oa7433,60.20670730802733
Ck2882,60.20670730802733
Ox5511,60.20670730802733
Hq1882,60.20670730802733
Ag5275,60.20670730802733
Xv7916,60.20670730802733
Cj9436,60.20670730802733
Za5946,60.20670730802733
